aqi,city,cityid,co,id,iscity,lat,lon,monitortime,no2,o3,o3_8h,pm10,pm25,pollutantlevel,positionname,primarypollutant,scrapytime,so2,stationcode,stationid
28,厦门,,0.3,,2,,,2017-08-17 11:00:00,29,65,46,22,19,优,湖里中学,_,,7,,
52,梧州,,1.17,,1,,,2017-08-17 11:00:00,21,55,14,52,52,良,梧州,颗粒物(PM10),,14,,
47,梧州,,_,,2,,,2017-08-17 11:00:00,15,62,15,47,27,优,市环保,_,,8,,
47,梧州,,1.2,,2,,,2017-08-17 11:00:00,19,44,11,47,25,优,云盖小学,_,,11,,
51,梧州,,1.4,,2,,,2017-08-17 11:00:00,23,58,16,52,26,良,龙圩,颗粒物(PM10),,11,,
58,梧州,,0.9,,2,,,2017-08-17 11:00:00,28,57,14,65,34,良,龙新,颗粒物(PM10),,27,,
67,吴忠,,0.97,,1,,,2017-08-17 11:00:00,5,121,81,82,67,良,吴忠,颗粒物(PM10),,9,,
67,吴忠,,1.0,,2,,,2017-08-17 11:00:00,2,110,67,65,48,良,教育园区,细颗粒物(PM2.5),,11,,
83,吴忠,,1.0,,2,,,2017-08-17 11:00:00,5,120,82,115,41,良,高级中学,颗粒物(PM10),,8,,
59,吴忠,,0.9,,2,,,2017-08-17 11:00:00,8,133,96,68,35,良,新区二泵站,颗粒物(PM10),,10,,
58,无锡,,0.91,,1,,,2017-08-17 11:00:00,18,133,54,59,58,良,无锡,颗粒物(PM2.5),,5,,
58,无锡,,0.8,,2,,,2017-08-17 11:00:00,12,135,59,65,41,良,曹张,颗粒物(PM10)细颗粒物(PM2.5),,4,,
_,无锡,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,漆塘,_,,_,,
80,无锡,,1.2,,2,,,2017-08-17 11:00:00,28,150,56,_,59,良,东亭,细颗粒物(PM2.5),,5,,
58,无锡,,1.0,,2,,,2017-08-17 11:00:00,20,152,57,65,37,良,旺庄,颗粒物(PM10),,7,,
64,无锡,,1.1,,2,,,2017-08-17 11:00:00,39,128,47,67,46,良,堰桥,细颗粒物(PM2.5),,11,,
43,无锡,,0.7,,2,,,2017-08-17 11:00:00,8,108,52,43,22,优,雪浪,_,,2,,
_,无锡,,0.7,,2,,,2017-08-17 11:00:00,12,133,52,_,_,_,黄巷,_,,_,,
55,无锡,,0.9,,2,,,2017-08-17 11:00:00,9,128,55,59,35,良,荣巷,颗粒物(PM10),,6,,
71,武威,,0.35,,1,,,2017-08-17 11:00:00,22,91,95,89,71,良,武威,颗粒物(PM10),,5,,
69,武威,,0.6,,2,,,2017-08-17 11:00:00,25,105,113,88,33,良,监测站,颗粒物(PM10),,5,,
71,武威,,0.1,,2,,,2017-08-17 11:00:00,20,77,78,91,36,良,雷台,颗粒物(PM10),,5,,
36,乌鲁木齐,,0.97,,1,,,2017-08-17 11:00:00,44,47,69,35,36,优,乌鲁木齐,,,6,,
37,乌鲁木齐,,1.0,,2,,,2017-08-17 11:00:00,74,25,67,36,9,优,监测站,_,,7,,
45,乌鲁木齐,,1.0,,2,,,2017-08-17 11:00:00,39,34,62,45,6,优,收费所,_,,8,,
45,乌鲁木齐,,1.2,,2,,,2017-08-17 11:00:00,56,22,46,45,20,优,新疆农科院农场,_,,7,,
38,乌鲁木齐,,1.2,,2,,,2017-08-17 11:00:00,59,27,56,38,25,优,铁路局,_,,4,,
58,乌鲁木齐,,0.8,,2,,,2017-08-17 11:00:00,36,78,96,_,41,良,三十一中学,细颗粒物(PM2.5),,6,,
_,乌鲁木齐,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,七十四中学,_,,_,,
25,乌鲁木齐,,0.9,,2,,,2017-08-17 11:00:00,25,80,79,23,14,优,米东区环保局,_,,8,,
25,乌鲁木齐,,0.7,,2,,,2017-08-17 11:00:00,20,69,77,25,9,优,培训基地,_,,2,,
39,乌兰察布,,0.55,,1,,,2017-08-17 11:00:00,22,124,65,21,39,优,乌兰察布,,,24,,
20,乌兰察布,,0.6,,2,,,2017-08-17 11:00:00,22,_,60,16,14,优,集宁新区,_,,17,,
_,乌兰察布,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,集宁旧区西,_,,_,,
39,乌兰察布,,0.5,,2,,,2017-08-17 11:00:00,22,124,70,27,17,优,光明街小学,_,,31,,
49,五家渠,,0.8,,1,,,2017-08-17 11:00:00,46,33,59,48,49,优,五家渠,,,6,,
48,五家渠,,0.8,,2,,,2017-08-17 11:00:00,46,33,59,48,13,优,农水大厦,_,,6,,
64,吴江,,0.77,,1,,,2017-08-17 11:00:00,22,134,66,75,64,良,吴江,颗粒物(PM10),,13,,
65,吴江,,0.9,,2,,,2017-08-17 11:00:00,23,117,53,79,27,良,吴江市环保局,颗粒物(PM10),,11,,
62,吴江,,0.8,,2,,,2017-08-17 11:00:00,17,146,76,74,19,良,教师进修学校,颗粒物(PM10),,12,,
61,吴江,,0.6,,2,,,2017-08-17 11:00:00,26,140,71,72,26,良,吴江开发区,颗粒物(PM10),,16,,
29,芜湖,,0.73,,1,,,2017-08-17 11:00:00,23,87,42,28,29,优,芜湖,,,16,,
25,芜湖,,0.6,,2,,,2017-08-17 11:00:00,27,73,39,25,10,优,监测站,_,,18,,
29,芜湖,,0.8,,2,,,2017-08-17 11:00:00,23,91,44,23,12,优,科创中心,_,,27,,
31,芜湖,,0.7,,2,,,2017-08-17 11:00:00,_,91,41,31,13,优,四水厂,_,,_,,
34,芜湖,,0.8,,2,,,2017-08-17 11:00:00,21,96,46,34,11,优,五七二零厂,_,,4,,
28,武汉,,0.65,,1,,,2017-08-17 11:00:00,20,48,19,27,28,优,武汉,,,6,,
37,武汉,,0.7,,2,,,2017-08-17 11:00:00,11,45,21,37,22,优,东湖梨园,_,,_,,
24,武汉,,0.7,,2,,,2017-08-17 11:00:00,23,41,14,24,8,优,汉阳月湖,_,,6,,
40,武汉,,0.6,,2,,,2017-08-17 11:00:00,26,40,13,40,16,优,汉口花桥,_,,7,,
22,武汉,,0.7,,2,,,2017-08-17 11:00:00,27,48,19,22,9,优,武昌紫阳,_,,8,,
32,武汉,,0.8,,2,,,2017-08-17 11:00:00,19,39,14,32,14,优,青山钢花,_,,8,,
19,武汉,,0.6,,2,,,2017-08-17 11:00:00,28,58,20,_,3,优,沌口新区,_,,3,,
36,武汉,,0.8,,2,,,2017-08-17 11:00:00,34,37,14,36,11,优,汉口江滩,_,,_,,
20,武汉,,0.4,,2,,,2017-08-17 11:00:00,12,64,23,19,11,优,东湖高新,_,,9,,
24,武汉,,0.6,,2,,,2017-08-17 11:00:00,16,56,16,24,8,优,吴家山,_,,6,,
18,武汉,,0.6,,2,,,2017-08-17 11:00:00,4,57,37,13,7,优,沉湖七壕,_,,5,,
85,乌海,,1.2,,1,,,2017-08-17 11:00:00,34,106,90,118,85,良,乌海,颗粒物(PM10),,72,,
84,乌海,,1.6,,2,,,2017-08-17 11:00:00,_,89,91,118,50,良,聚英学校,颗粒物(PM10),,84,,
89,乌海,,1.1,,2,,,2017-08-17 11:00:00,38,105,90,128,37,良,市林业局,颗粒物(PM10),,77,,
79,乌海,,0.9,,2,,,2017-08-17 11:00:00,30,124,91,108,46,良,中海勃湾学校,颗粒物(PM10),,55,,
52,温州,,0.63,,1,,,2017-08-17 11:00:00,31,117,33,52,52,良,温州,颗粒物(PM10),,13,,
49,温州,,0.5,,2,,,2017-08-17 11:00:00,21,110,32,49,18,优,瓯海,_,,17,,
48,温州,,0.6,,2,,,2017-08-17 11:00:00,26,123,34,48,22,优,南浦,_,,12,,
56,温州,,0.7,,2,,,2017-08-17 11:00:00,52,87,24,62,29,良,龙湾,颗粒物(PM10),,10,,
49,温州,,0.7,,2,,,2017-08-17 11:00:00,26,151,43,49,29,优,市站,_,,14,,
16,文山州,,0.75,,1,,,2017-08-17 11:00:00,11,36,31,3,16,优,文山州,,,5,,
12,文山州,,0.7,,2,,,2017-08-17 11:00:00,5,36,30,2,1,优,州水务局,_,,2,,
12,文山州,,0.8,,2,,,2017-08-17 11:00:00,17,37,32,5,4,优,市便民服务中心,_,,9,,
22,文登,,0.6,,1,,,2017-08-17 11:00:00,18,46,27,19,22,优,文登,,,4,,
26,文登,,0.6,,2,,,2017-08-17 11:00:00,10,46,29,19,18,优,文登市环保局,_,,2,,
18,文登,,0.6,,2,,,2017-08-17 11:00:00,27,46,26,_,12,优,文登市丝绸公司,_,,7,,
59,渭南,,0.6,,1,,,2017-08-17 11:00:00,9,143,52,66,59,良,渭南,颗粒物(PM10),,9,,
60,渭南,,0.7,,2,,,2017-08-17 11:00:00,7,142,48,69,29,良,农科所,颗粒物(PM10),,12,,
65,渭南,,0.5,,2,,,2017-08-17 11:00:00,11,134,53,79,34,良,日报社,颗粒物(PM10),,_,,
59,渭南,,0.6,,2,,,2017-08-17 11:00:00,10,151,51,67,28,良,体育馆,颗粒物(PM10),,7,,
51,渭南,,0.6,,2,,,2017-08-17 11:00:00,10,148,58,52,30,良,高新一小,颗粒物(PM10),,10,,
27,威海,,0.47,,1,,,2017-08-17 11:00:00,19,38,26,26,27,优,威海,,,8,,
31,威海,,0.5,,2,,,2017-08-17 11:00:00,16,34,22,31,9,优,华夏技校,_,,9,,
26,威海,,0.4,,2,,,2017-08-17 11:00:00,21,43,31,26,14,优,山大分校,_,,6,,
23,威海,,0.5,,2,,,2017-08-17 11:00:00,20,37,26,23,7,优,市监测站,_,,10,,
72,潍坊,,1.56,,1,,,2017-08-17 11:00:00,33,107,69,85,72,良,潍坊,颗粒物(PM2.5),,17,,
83,潍坊,,1.5,,2,,,2017-08-17 11:00:00,31,117,78,77,61,良,仲裁委,细颗粒物(PM2.5),,19,,
_,潍坊,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,刘家园,—,,_,,
84,潍坊,,1.9,,2,,,2017-08-17 11:00:00,39,111,71,109,62,良,环保局,细颗粒物(PM2.5),,25,,
_,潍坊,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,共达公司,—,,_,,
78,潍坊,,1.8,,2,,,2017-08-17 11:00:00,39,97,61,106,47,良,寒亭监测站,颗粒物(PM10),,16,,
75,潍坊,,1.4,,2,,,2017-08-17 11:00:00,30,101,64,78,55,良,幼特教师范,细颗粒物(PM2.5),,14,,
55,潍坊,,1.2,,2,,,2017-08-17 11:00:00,26,110,74,59,37,良,坊子邮政,颗粒物(PM10),,11,,
22,瓦房店,,0.2,,1,,,2017-08-17 11:00:00,11,34,21,21,22,优,瓦房店,,,1,,
18,瓦房店,,0.2,,2,,,2017-08-17 11:00:00,17,36,23,18,9,优,抱龙山庄,_,,1,,
24,瓦房店,,0.2,,2,,,2017-08-17 11:00:00,6,33,20,24,8,优,东山公园,_,,2,,
189,吐鲁番地区,,0.9,,1,,,2017-08-17 11:00:00,26,85,62,326,189,中度污染,吐鲁番地区,颗粒物(PM10),,6,,
124,吐鲁番地区,,0.9,,2,,,2017-08-17 11:00:00,26,67,56,197,31,轻度污染,市环保局,颗粒物(PM10),,6,,
345,吐鲁番地区,,0.9,,2,,,2017-08-17 11:00:00,_,103,69,456,74,严重污染,地区环保局,颗粒物(PM10),,_,,
37,铜仁地区,,0.85,,1,,,2017-08-17 11:00:00,16,52,18,36,37,优,铜仁地区,,,5,,
38,铜仁地区,,0.8,,2,,,2017-08-17 11:00:00,10,60,16,38,9,优,铜仁卫校,_,,2,,
34,铜仁地区,,0.9,,2,,,2017-08-17 11:00:00,23,45,21,34,8,优,铜仁七中,_,,9,,
56,铜陵,,0.77,,1,,,2017-08-17 11:00:00,35,47,27,60,56,良,铜陵,颗粒物(PM10),,24,,
48,铜陵,,0.9,,2,,,2017-08-17 11:00:00,51,46,30,46,33,优,市第四中学,_,,32,,
61,铜陵,,0.8,,2,,,2017-08-17 11:00:00,55,36,13,72,36,良,市公路局,颗粒物(PM10),,26,,
62,铜陵,,0.7,,2,,,2017-08-17 11:00:00,23,49,43,73,26,良,市新民污水厂,颗粒物(PM10),,46,,
45,铜陵,,0.9,,2,,,2017-08-17 11:00:00,26,36,27,45,31,优,市第九中学,_,,7,,
56,铜陵,,0.4,,2,,,2017-08-17 11:00:00,25,67,35,62,37,良,车站新区,颗粒物(PM10),,13,,
77,铜陵,,0.9,,2,,,2017-08-17 11:00:00,30,50,18,62,56,良,市职教基地,细颗粒物(PM2.5),,25,,
27,通辽,,0.4,,1,,,2017-08-17 11:00:00,7,64,36,26,27,优,通辽,,,6,,
24,通辽,,0.4,,2,,,2017-08-17 11:00:00,5,60,32,24,7,优,通辽宾馆,_,,4,,
32,通辽,,0.4,,2,,,2017-08-17 11:00:00,10,60,30,32,13,优,胶建铝业,_,,8,,
23,通辽,,0.4,,2,,,2017-08-17 11:00:00,7,72,46,23,5,优,艺术职业学校,_,,6,,
31,通化,,0.75,,1,,,2017-08-17 11:00:00,13,32,9,30,31,优,通化,,,3,,
37,通化,,0.8,,2,,,2017-08-17 11:00:00,_,33,8,37,18,优,光明,_,,6,,
24,通化,,0.7,,2,,,2017-08-17 11:00:00,13,32,10,24,16,优,铁路,_,,1,,
61,铜川,,1.35,,1,,,2017-08-17 11:00:00,14,131,77,69,61,良,铜川,颗粒物(PM10),,13,,
52,铜川,,1.7,,2,,,2017-08-17 11:00:00,7,149,109,53,34,良,党校,颗粒物(PM10),,15,,
55,铜川,,1.3,,2,,,2017-08-17 11:00:00,12,125,46,60,37,良,王益区政府,颗粒物(PM10),,16,,
71,铜川,,1.3,,2,,,2017-08-17 11:00:00,23,148,94,91,41,良,新区管委会,颗粒物(PM10),,14,,
63,铜川,,1.1,,2,,,2017-08-17 11:00:00,14,103,59,75,44,良,新区兰芝公司,颗粒物(PM10),,8,,
18,铁岭,,0.68,,1,,,2017-08-17 11:00:00,23,49,20,13,18,优,铁岭,,,6,,
20,铁岭,,0.9,,2,,,2017-08-17 11:00:00,36,39,18,_,14,优,水上乐园,_,,7,,
19,铁岭,,0.7,,2,,,2017-08-17 11:00:00,19,59,24,_,10,优,汇工街西,_,,8,,
32,铁岭,,0.8,,2,,,2017-08-17 11:00:00,22,32,8,23,22,优,银州路东段,_,,6,,
21,铁岭,,0.3,,2,,,2017-08-17 11:00:00,16,66,31,4,4,优,金沙江路北,_,,5,,
57,天水,,0.4,,1,,,2017-08-17 11:00:00,11,118,80,61,57,良,天水,颗粒物(PM10),,9,,
_,天水,,0.3,,2,,,2017-08-17 11:00:00,2,138,122,_,31,_,仙人崖,_,,7,,
63,天水,,0.5,,2,,,2017-08-17 11:00:00,22,95,32,75,29,良,进步巷,颗粒物(PM10),,10,,
47,天水,,0.4,,2,,,2017-08-17 11:00:00,9,123,87,47,29,优,文化馆,_,,11,,
50,天津,,1.93,,1,,,2017-08-17 11:00:00,34,85,33,49,50,优,天津,颗粒物(PM10),,30,,
_,天津,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,市监测中心,—,,_,,
_,天津,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,南京路,_,,_,,
69,天津,,2.0,,2,,,2017-08-17 11:00:00,73,30,14,88,49,良,北辰科技园区,颗粒物(PM10),,51,,
_,天津,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,天山路,—,,_,,
65,天津,,3.3,,2,,,2017-08-17 11:00:00,65,79,35,71,47,良,永明路,细颗粒物(PM2.5),,45,,
51,天津,,2.5,,2,,,2017-08-17 11:00:00,_,75,38,52,35,良,团泊洼,颗粒物(PM10),,14,,
_,天津,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,南口路,_,,_,,
73,天津,,2.1,,2,,,2017-08-17 11:00:00,75,36,18,93,53,良,勤俭路,细颗粒物(PM2.5),,49,,
45,天津,,1.4,,2,,,2017-08-17 11:00:00,32,84,32,_,31,优,大直沽八号路,_,,13,,
69,天津,,2.3,,2,,,2017-08-17 11:00:00,68,33,18,87,17,良,前进路,颗粒物(PM10),,61,,
42,天津,,1.5,,2,,,2017-08-17 11:00:00,21,83,27,30,29,优,跃进路,_,,14,,
65,天津,,2.2,,2,,,2017-08-17 11:00:00,37,93,37,60,47,良,第四大街,细颗粒物(PM2.5),,22,,
_,天津,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,航天路,_,,_,,
54,天津,,1.5,,2,,,2017-08-17 11:00:00,19,111,36,49,38,良,汉北路,细颗粒物(PM2.5),,34,,
89,天津,,2.8,,2,,,2017-08-17 11:00:00,47,80,28,_,66,良,河西一经路,细颗粒物(PM2.5),,41,,
45,天津,,1.5,,2,,,2017-08-17 11:00:00,15,104,39,_,31,优,津沽路,_,,19,,
33,天津,,1.8,,2,,,2017-08-17 11:00:00,22,105,48,31,22,优,宾水西道,_,,14,,
39,天津,,1.7,,2,,,2017-08-17 11:00:00,18,105,43,34,22,优,大理道,_,,115,,
33,天津,,1.5,,2,,,2017-08-17 11:00:00,24,105,34,20,19,优,中山北路,_,,13,,
32,天津,,1.7,,2,,,2017-08-17 11:00:00,18,101,35,26,21,优,勤俭道,_,,10,,
36,天津,,1.2,,2,,,2017-08-17 11:00:00,_,82,34,36,23,优,前进道,_,,8,,
47,天津,,2.6,,2,,,2017-08-17 11:00:00,15,117,41,47,23,优, 淮河道,_,,10,,
36,天津,,1.2,,2,,,2017-08-17 11:00:00,6,115,38,24,18,优,西四道,_,,23,,
55,唐山,,2.78,,1,,,2017-08-17 11:00:00,48,69,23,57,55,良,唐山,颗粒物(PM10),,41,,
53,唐山,,3.3,,2,,,2017-08-17 11:00:00,62,56,23,56,28,良,供销社,颗粒物(PM10),,42,,
46,唐山,,2.3,,2,,,2017-08-17 11:00:00,45,72,22,46,25,优,雷达站,_,,25,,
63,唐山,,2.7,,2,,,2017-08-17 11:00:00,45,72,30,75,40,良,物资局,颗粒物(PM10),,51,,
54,唐山,,2.6,,2,,,2017-08-17 11:00:00,42,69,26,58,25,良,陶瓷公司,颗粒物(PM10),,43,,
75,唐山,,_,,2,,,2017-08-17 11:00:00,41,76,25,78,55,良,十二中,细颗粒物(PM2.5),,41,,
46,唐山,,3.0,,2,,,2017-08-17 11:00:00,54,_,16,33,32,优,小山,_,,49,,
58,泰州,,1.58,,1,,,2017-08-17 11:00:00,29,108,47,64,58,良,泰州,颗粒物(PM10),,15,,
53,泰州,,1.5,,2,,,2017-08-17 11:00:00,32,8,34,56,28,良,公园路,颗粒物(PM10),,16,,
62,泰州,,1.9,,2,,,2017-08-17 11:00:00,23,145,54,74,40,良,莲花,颗粒物(PM10),,20,,
_,泰州,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,高港区政府,_,,_,,
59,泰州,,1.8,,2,,,2017-08-17 11:00:00,38,142,51,67,31,良,留学生创业园,颗粒物(PM10),,11,,
55,泰州,,1.1,,2,,,2017-08-17 11:00:00,24,139,52,59,35,良,王营,颗粒物(PM10),,15,,
55,台州,,0.63,,1,,,2017-08-17 11:00:00,19,147,47,58,55,良,台州,颗粒物(PM10),,5,,
50,台州,,0.5,,2,,,2017-08-17 11:00:00,25,131,45,50,19,优,黄岩环保大楼,_,,6,,
62,台州,,0.9,,2,,,2017-08-17 11:00:00,17,157,50,65,44,良,台州环保大楼,细颗粒物(PM2.5),,6,,
55,台州,,0.5,,2,,,2017-08-17 11:00:00,17,154,48,60,33,良,路桥田洋王,颗粒物(PM10),,5,,
122,太原,,1.59,,1,,,2017-08-17 11:00:00,32,135,78,167,122,轻度污染,太原,颗粒物(PM2.5),,28,,
131,太原,,1.5,,2,,,2017-08-17 11:00:00,48,128,82,211,87,轻度污染,尖草坪,颗粒物(PM10),,33,,
_,太原,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,涧河,_,,_,,
118,太原,,1.1,,2,,,2017-08-17 11:00:00,14,158,87,_,89,轻度污染,上兰,细颗粒物(PM2.5),,23,,
137,太原,,1.5,,2,,,2017-08-17 11:00:00,36,114,78,152,104,轻度污染,晋源,细颗粒物(PM2.5),,23,,
98,太原,,2.0,,2,,,2017-08-17 11:00:00,16,156,125,107,73,良,小店,细颗粒物(PM2.5),,37,,
140,太原,,1.7,,2,,,2017-08-17 11:00:00,43,128,66,176,107,轻度污染,桃园,细颗粒物(PM2.5),,33,,
117,太原,,1.8,,2,,,2017-08-17 11:00:00,40,119,79,161,88,轻度污染,坞城,细颗粒物(PM2.5),,29,,
127,太原,,1.4,,2,,,2017-08-17 11:00:00,19,158,54,133,96,轻度污染,南寨,细颗粒物(PM2.5),,23,,
141,太原,,1.7,,2,,,2017-08-17 11:00:00,44,125,59,232,98,轻度污染,金胜,颗粒物(PM10),,26,,
53,太仓,,0.9,,1,,,2017-08-17 11:00:00,24,78,27,54,53,良,太仓,颗粒物(PM10),,17,,
48,太仓,,0.8,,2,,,2017-08-17 11:00:00,23,149,48,48,21,优,太仓市监测站,_,,22,,
56,太仓,,1.0,,2,,,2017-08-17 11:00:00,26,8,7,61,26,良,科教新城实小,颗粒物(PM10),,12,,
50,泰安,,0.83,,1,,,2017-08-17 11:00:00,24,125,91,0,50,优,泰安,颗粒物(PM2.5),,9,,
68,泰安,,1.0,,2,,,2017-08-17 11:00:00,26,126,112,_,49,良,监测站,细颗粒物(PM2.5),,11,,
42,泰安,,0.6,,2,,,2017-08-17 11:00:00,22,133,94,_,26,优,人口学校,_,,8,,
45,泰安,,0.9,,2,,,2017-08-17 11:00:00,24,118,68,_,31,优,电力学校,_,,8,,
58,塔城地区,,0.7,,1,,,2017-08-17 11:00:00,22,64,41,64,58,良,塔城地区,颗粒物(PM10),,3,,
57,塔城地区,,0.7,,2,,,2017-08-17 11:00:00,22,64,41,64,15,良,东门外小游园,颗粒物(PM10),,3,,
51,宿州,,0.53,,1,,,2017-08-17 11:00:00,21,136,56,50,51,良,宿州,颗粒物(PM10),,11,,
55,宿州,,0.3,,2,,,2017-08-17 11:00:00,24,135,57,59,24,良,监测楼,颗粒物(PM10),,6,,
54,宿州,,0.7,,2,,,2017-08-17 11:00:00,22,132,56,46,38,良,一中,细颗粒物(PM2.5),,16,,
46,宿州,,0.6,,2,,,2017-08-17 11:00:00,17,143,55,46,30,优,火车站,_,,12,,
45,苏州,,0.71,,1,,,2017-08-17 11:00:00,28,127,55,44,45,优,苏州,,,10,,
56,苏州,,0.6,,2,,,2017-08-17 11:00:00,23,150,79,61,25,良,上方山,颗粒物(PM10),,_,,
48,苏州,,0.8,,2,,,2017-08-17 11:00:00,42,108,44,48,32,优,南门,_,,9,,
38,苏州,,0.6,,2,,,2017-08-17 11:00:00,30,119,48,31,24,优,彩香,_,,14,,
39,苏州,,0.4,,2,,,2017-08-17 11:00:00,22,122,51,38,22,优,轧钢厂,_,,5,,
41,苏州,,0.9,,2,,,2017-08-17 11:00:00,22,129,52,41,19,优,吴中区,_,,12,,
42,苏州,,0.6,,2,,,2017-08-17 11:00:00,7,131,63,42,18,优,苏州新区,_,,11,,
56,苏州,,1.0,,2,,,2017-08-17 11:00:00,50,122,54,61,28,良,苏州工业园区,颗粒物(PM10),,14,,
43,苏州,,0.8,,2,,,2017-08-17 11:00:00,34,136,56,30,20,优,相城区,_,,9,,
53,宿迁,,0.63,,1,,,2017-08-17 11:00:00,10,161,87,38,53,良,宿迁,臭氧1小时,,7,,
_,宿迁,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,市监测站,_,,_,,
49,宿迁,,0.7,,2,,,2017-08-17 11:00:00,8,155,85,37,30,优,宿迁学院,_,,9,,
_,宿迁,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,宿迁中学,_,,_,,
54,宿迁,,0.7,,2,,,2017-08-17 11:00:00,12,163,88,40,36,良,宿豫区环保局,臭氧1小时,,7,,
57,宿迁,,0.5,,2,,,2017-08-17 11:00:00,12,165,89,38,31,良,市供电局,臭氧1小时,,5,,
46,随州,,0.77,,1,,,2017-08-17 11:00:00,5,65,43,42,46,优,随州,,,2,,
52,随州,,1.0,,2,,,2017-08-17 11:00:00,6,65,45,53,31,良,市委党校,颗粒物(PM10),,1,,
45,随州,,0.5,,2,,,2017-08-17 11:00:00,3,66,46,39,31,优,市林业局,_,,2,,
49,随州,,0.8,,2,,,2017-08-17 11:00:00,8,64,40,36,34,优,市立交桥水厂,_,,4,,
49,遂宁,,0.65,,1,,,2017-08-17 11:00:00,16,122,47,48,49,优,遂宁,,,13,,
53,遂宁,,0.8,,2,,,2017-08-17 11:00:00,15,119,42,56,29,良,石溪浩,颗粒物(PM10),,19,,
46,遂宁,,0.5,,2,,,2017-08-17 11:00:00,20,120,51,38,32,优,市监测站,_,,14,,
43,遂宁,,0.7,,2,,,2017-08-17 11:00:00,18,137,55,36,21,优,行政中心,_,,13,,
56,遂宁,,0.6,,2,,,2017-08-17 11:00:00,11,112,42,62,24,良,美宁食品公司,颗粒物(PM10),,9,,
19,绥化,,0.45,,1,,,2017-08-17 11:00:00,7,55,37,17,19,优,绥化,,,4,,
26,绥化,,0.4,,2,,,2017-08-17 11:00:00,9,65,48,19,18,优,人和东街,_,,4,,
15,绥化,,0.5,,2,,,2017-08-17 11:00:00,6,46,26,15,7,优,党政办公中心,_,,4,,
48,松原,,0.0,,1,,,2017-08-17 11:00:00,0,0,26,47,48,优,松原,,,0,,
47,松原,,_,,2,,,2017-08-17 11:00:00,_,_,26,47,15,优,江南,_,,_,,
_,松原,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,江北,_,,_,,
25,四平,,0.57,,1,,,2017-08-17 11:00:00,21,43,25,24,25,优,四平,,,11,,
23,四平,,0.6,,2,,,2017-08-17 11:00:00,30,52,35,_,16,优,监测站,_,,10,,
33,四平,,0.4,,2,,,2017-08-17 11:00:00,15,41,20,33,12,优,一商场,_,,12,,
15,四平,,0.7,,2,,,2017-08-17 11:00:00,18,36,20,15,8,优,境园,_,,11,,
72,朔州,,1.08,,1,,,2017-08-17 11:00:00,22,122,44,91,72,良,朔州,颗粒物(PM10),,27,,
66,朔州,,0.9,,2,,,2017-08-17 11:00:00,21,143,56,82,31,良,平朔,颗粒物(PM10),,24,,
72,朔州,,1.2,,2,,,2017-08-17 11:00:00,22,127,50,93,33,良,朔唯,颗粒物(PM10),,24,,
70,朔州,,1.3,,2,,,2017-08-17 11:00:00,19,110,38,89,36,良,区政府,颗粒物(PM10),,31,,
_,朔州,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,市环保局,_,,_,,
75,朔州,,0.9,,2,,,2017-08-17 11:00:00,28,111,35,100,41,良,市二中,颗粒物(PM10),,30,,
24,双鸭山,,0.43,,1,,,2017-08-17 11:00:00,7,37,22,23,24,优,双鸭山,,,3,,
34,双鸭山,,_,,2,,,2017-08-17 11:00:00,17,42,23,34,15,优,双合村,_,,4,,
16,双鸭山,,0.5,,2,,,2017-08-17 11:00:00,5,30,21,16,6,优,南小市,_,,3,,
22,双鸭山,,0.4,,2,,,2017-08-17 11:00:00,2,34,16,22,3,优,环保局,_,,3,,
21,双鸭山,,0.4,,2,,,2017-08-17 11:00:00,5,44,29,21,5,优,苗圃,_,,_,,
60,寿光,,1.1,,1,,,2017-08-17 11:00:00,24,114,67,53,60,良,寿光,颗粒物(PM2.5),,15,,
60,寿光,,0.9,,2,,,2017-08-17 11:00:00,24,122,72,56,43,良,监测站,细颗粒物(PM2.5),,14,,
58,寿光,,1.3,,2,,,2017-08-17 11:00:00,_,106,63,51,41,良,世纪学校,细颗粒物(PM2.5),,17,,
66,石嘴山,,0.93,,1,,,2017-08-17 11:00:00,21,128,80,80,66,良,石嘴山,颗粒物(PM10),,45,,
59,石嘴山,,0.7,,2,,,2017-08-17 11:00:00,18,119,74,66,42,良,沙湖旅游区,细颗粒物(PM2.5),,19,,
94,石嘴山,,2.1,,2,,,2017-08-17 11:00:00,35,120,81,107,70,良,大武口黄河东街,细颗粒物(PM2.5),,137,,
